word,sentiment
invención,positive
invenciones,positive
inventiva,positive
inventor,positive
inventores,positive
liderazgo,positive
líder,positive
leal,positive
lucrativo,positive
meritorio,positive
oportunidades,positive
oportunidad,positive
optimista,positive
rendimiento superior,positive
perfecto,positive
perfeccionado,positive
perfectamente,positive
complacido,positive
placer,positive
popular,positive
popularidad,positive
positivo,positive
positivamente,positive
preeminencia,positive
preeminente,positive
premier,positive
estreno,positive
prestigio,positive
prestigioso,positive
proactivo,positive
proactivamente,positive
competencia,positive
competente,positive
rentabilidad,positive
rentable,positive
rentablemente,positive
progreso,positive
avanzado,positive
progresa,positive
progresando,positive
prosperado,positive
prosperando,positive
prosperidad,positive
próspero,positive
prospera,positive
rebote,positive
rebotado,positive
receptivo,positive
recuperar,positive
recuperado,positive
recuperando,positive
resolver,positive
revolucionar,positive
recompensar,positive
gratificante,positive
recompensas,positive
satisfacción,positive
satisfactoriamente,positive
satisfactorio,positive
satisfecho,positive
satisface,positive
suave,positive
suavemente,positive
suaviza,positive
resuelve,positive
resolviendo,positive
espectacular,positive
espectacularmente,positive
estabilidad,positive
estabilización,positive
estabilizaciones,positive
estabilizar,positive
estable,positive
fortalecer,positive
fomentando,positive
fomentar,positive
fomentafortalecido,positive
fortaleciendo,positive
fortalece,positive
fuerte,positive
más fuerte,positive
éxito,positive
con éxito,positive
superior,positive
superar,positive
superado,positive
supera,positive
sostenible,positive
transparencia,positive
tremendo,positive
tremendamente,positive
inigualable,positive
insuperable,positive
upturn,positive
upturns,positive
valioso,positive
versátil,positive
versatilidad,positive
vibración,positive
vibrante,positive
ganar,positive
ganador,positive
ganadores,positive
digno,positive
positivos,positive
éxitos,positive
fuerza,positive
fortalezas,positive
cierto,positive
certeza,positive
definido,positive
sólido,positive
entregar,positive
entregado,positive
entregando,positive
liderando,positive
recompensa,positive
recompensado,positive
alentado,positive
arriba,positive
aumentar,positive
aumenta,positive
aumentando,positive
aumentado,positive
aumento,positive
rosa,positive
fortalecimiento,positive
más,positive
récord,positive
alto,positive
crecer,positive
crece,positive
creciendo,positive
creció,positive
crecido,positive
crecimiento,positive
expandir,positive
expandido,positive
expansión,positive
excediendo,positive
latir,positive
pulsar,positive
